paper_id,section,para_idx,sent_start,sent_end,claim_text,receipt_sentence,is_claim,is_atomic,receipt_ok,notes
2212.11770,Results and Discussion,-1,-1,-1,"We outperform S-Graphs thanks to the new plane segmentation module, new rooms factors and the new room segmentation algorithm","We outperform S-Graphs thanks to the new plane segmentation module, new rooms factors and the new room segmentation algorithm.",,,,
2212.11802,Abstract,-1,-1,-1,we observe an increase in diodicity within this range,"Because the onset of waves leads to an increase in flow rate for a given driving pressure, we observe an increase in diodicity within this range",,,,
2212.11850,Abstract,-1,-1,-1,History covert channels can communicate almost exclusively based on unaltered legitimate traffic created by regular nodes participating in a network.,History covert channels can communicate almost exclusively based on unaltered legitimate traffic created by regular nodes participating in a network.,,,,
2212.11770,Results and Discussion,-1,-1,-1,S-Graphs+ is more accurate than the baseline in most of the cases,"As it can be observed in the table, S-Graphs+ is more accurate than the baseline in most of the cases.",,,,
2212.11784,Abstract,-1,-1,-1,"we provide the first quantitative algebraic axiomatizations to the following coalgebraic structures: Markov processes, labelled Markov processes, Mealy machines, and Markov decision processes, each endowed with their respective bisimilarity metrics","Finally, as an application we provide the first quantitative algebraic axiomatizations to the following coalgebraic structures: Markov processes, labelled Markov processes, Mealy machines, and Markov decision processes, each endowed with their respective bisimilarity metrics",,,,
2212.11831,Abstract,-1,-1,-1,We present a simple approach to determine $t$ from DFT results,"We present a simple approach to determine $t$ from DFT results that relies on measuring hybridization, projecting hybridized pair orbitals onto constituent frontier orbitals of the interacting molecules, using spatially discretized wavefunctions (``cube files'') rather than analytical representations.",,,,
2212.11770,Results and Discussion,-1,-1,-1,The recall is clearly higher for S-Graphs,"Fig. REF  presents the precision/recall of the room detection in S-Graphs+ (the method described in Section REF ) and the one in S-Graphs. Note how the precision is slightly higher for S-Graphs+. More importantly, the recall is clearly higher for S-Graphs, in particular for scenarios with complex layouts such as C2F1.",,,,
2212.11790,Conclusion,-1,-1,-1,the gains are consistent over different model architectures,"Moreover, the gains are consistent over different model architectures.",,,,
2212.11803,Conclusion,-1,-1,-1,The homotopy method further improves training in such scenarios,The homotopy method further improves training in such scenarios and training using this method sometimes surpass regular convolution accuracy.,,,,
2212.11809,Discussion,-1,-1,-1,models designed and optimized for the single-step prediction task may not perform well in multi-step retrosynthesis planning,"Consequently, models designed and optimized for the single-step prediction task may not perform well in multi-step retrosynthesis planning.",,,,
