paper_id,section,para_idx,sent_start,sent_end,claim_text,receipt_sentence,is_claim,is_atomic,receipt_ok,notes
2212.11784,Conclusions,520,0,221,"We illustrate the applicability of our theoretical development with the axiomatisations four coalgebraic bisimilarity metrics: for Markov processes, labeled Markov processes, Mealy machines, and Markov decision processes.","We illustrate the applicability of our theoretical development with the axiomatisations four coalgebraic bisimilarity metrics: for Markov processes, labeled Markov processes, Mealy machines, and Markov decision processes.",,,,
2212.11826,Abstract,-1,1006,1069,"The Quantum Path Kernel exploits the parameter trajectory, i.e.","The Quantum Path Kernel exploits the parameter trajectory, i.e.",,,,
2212.11874,Abstract,-1,476,691,"In addition to the advantages in terms of efficiency and cost reduction, this evolution will increase the network reliability, also allowing for a fine trade-off between robustness and maximum capacity exploitation.","In addition to the advantages in terms of efficiency and cost reduction, this evolution will increase the network reliability, also allowing for a fine trade-off between robustness and maximum capacity exploitation.",,,,
2212.11773,Conclusions,147,550,714,"Additionally, it would also be desirable to extend the MASH framework to calculate other dynamical quantities of interest, such as multi-time correlation functions.","Additionally, it would also be desirable to extend the MASH framework to calculate other dynamical quantities of interest, such as multi-time correlation functions.",,,,
2212.11874,Conclusion,34,0,231,"An architecture for the control of an open and disaggregated optical network has been presented in terms of the players involved and their interactions, highlighting the independent operation of the optical control and data planes.","An architecture for the control of an open and disaggregated optical network has been presented in terms of the players involved and their interactions, highlighting the independent operation of the optical control and data planes.",,,,
2212.11772,Abstract,-1,678,801,"Specifically, we first employ a crossmodal alignment module to project different modalities features to the same dimension.","Specifically, we first employ a crossmodal alignment module to project different modalities features to the same dimension.",,,,
2212.11773,Conclusions,145,771,1031,"Of course more trajectories are in general required for the full quantum-jump procedure; for instance, {{formula:c1f8ce1e-7e8f-413a-be92-30749e511af9}} were used for the {{formula:bcec54c8-cc54-4f06-8b1f-e5788c8c498d}} calculations for Tully's model II (Fig.","Of course more trajectories are in general required for the full quantum-jump procedure; for instance, {{formula:c1f8ce1e-7e8f-413a-be92-30749e511af9}} were used for the {{formula:bcec54c8-cc54-4f06-8b1f-e5788c8c498d}} calculations for Tully's model II (Fig.",,,,
2212.11874,Conclusion,34,668,795,The implementation of the software framework involves ONOS as network operative system and GNPy as physical layer digital twin.,The implementation of the software framework involves ONOS as network operative system and GNPy as physical layer digital twin.,,,,
2212.11863,Abstract,-1,0,183,Hybrid traps for the simultaneous confinement of neutrals and ions have recently emerged as versatile tools for studying interactions between these species at very low temperatures.,Hybrid traps for the simultaneous confinement of neutrals and ions have recently emerged as versatile tools for studying interactions between these species at very low temperatures.,,,,
2212.11765,Abstract,-1,629,743,"A news dataset for about 3,000 US companies together with their ratings is also created and released for training.","A news dataset for about 3,000 US companies together with their ratings is also created and released for training.",,,,
2212.11809,Abstract,-1,526,673,"However, this connection is not reflected in contemporary research, fixing either the single-step model or the multi-step algorithm in the process.","However, this connection is not reflected in contemporary research, fixing either the single-step model or the multi-step algorithm in the process.",,,,
2212.11774,Abstract,-1,0,151,"Today, software systems have a significant role in various domains among which are healthcare, entertainment, transport and logistics, and many more.","Today, software systems have a significant role in various domains among which are healthcare, entertainment, transport and logistics, and many more.",,,,
2212.11774,Abstract,-1,399,459,"As a result, the ability to locate the source of a bug (e.g.","As a result, the ability to locate the source of a bug (e.g.",,,,
2212.11765,Conclusion,65,496,675,"Comparing different deep learning models for timeseries prediction, the deep convolutional neural network, consisting of three convolutional blocks, provides the best performance.","Comparing different deep learning models for timeseries prediction, the deep convolutional neural network, consisting of three convolutional blocks, provides the best performance.",,,,
2212.11791,Abstract,-1,467,629,"In addition, the complex nature of these operations makes them challenging to quantize using standard quantization methods without a significant performance drop.","In addition, the complex nature of these operations makes them challenging to quantize using standard quantization methods without a significant performance drop.",,,,
2212.11850,Conclusion,107,1282,1470,"In future work, we plan to analyze further ways to implement history covert channels, e.g., through social media, increasing the sending performance and develop additional countermeasures.","In future work, we plan to analyze further ways to implement history covert channels, e.g., through social media, increasing the sending performance and develop additional countermeasures.",,,,
2212.11774,Abstract,-1,771,872,This study distinguishes itself from other surveys and literature reviews [1] in one significant way.,This study distinguishes itself from other surveys and literature reviews [1] in one significant way.,,,,
