paper_id,section,para_idx,sent_start,sent_end,claim_text,receipt_sentence
2212.11765,Abstract,-1,0,128,"Environmental, social and governance (ESG) engagement of companies moved into the focus of public attention over recent years.","Environmental, social and governance (ESG) engagement of companies moved into the focus of public attention over recent years."
2212.11765,Abstract,-1,129,333,"With the requirements of compulsory reporting being implemented and investors incorporating sustainability in their investment decisions, the demand for transparent and reliable ESG ratings is increasing.","With the requirements of compulsory reporting being implemented and investors incorporating sustainability in their investment decisions, the demand for transparent and reliable ESG ratings is increasing."
2212.11765,Abstract,-1,334,462,"However, automatic approaches for forecasting ESG ratings have been quite scarce despite the increasing importance of the topic.","However, automatic approaches for forecasting ESG ratings have been quite scarce despite the increasing importance of the topic."
2212.11765,Abstract,-1,463,628,"In this paper, we build a model to predict ESG ratings from news articles using the combination of multivariate timeseries construction and deep learning techniques.","In this paper, we build a model to predict ESG ratings from news articles using the combination of multivariate timeseries construction and deep learning techniques."
2212.11765,Abstract,-1,629,743,"A news dataset for about 3,000 US companies together with their ratings is also created and released for training.","A news dataset for about 3,000 US companies together with their ratings is also created and released for training."
2212.11765,Abstract,-1,744,961,"Through the experimental evaluation we find out that our approach provides accurate results outperforming the state-of-the-art, and can be used in practice to support a manual determination or analysis of ESG ratings.","Through the experimental evaluation we find out that our approach provides accurate results outperforming the state-of-the-art, and can be used in practice to support a manual determination or analysis of ESG ratings."
2212.11765,Conclusion,64,0,242,"Predicting ESG ratings from news automatically, without human intervention, could enable various stakeholders, like private investors and government agencies, to monitor the ESG compliance of companies in a time and resource efficient manner.","Predicting ESG ratings from news automatically, without human intervention, could enable various stakeholders, like private investors and government agencies, to monitor the ESG compliance of companies in a time and resource efficient manner."
2212.11765,Conclusion,65,0,181,"Using news articles from over 30,000 different domains and about 200 countries, we have shown that representative ESG ratings can be predicted from information provided in the news.","Using news articles from over 30,000 different domains and about 200 countries, we have shown that representative ESG ratings can be predicted from information provided in the news."
2212.11765,Conclusion,65,182,279,Three steps of input processing are completed to derive the input for the final prediction model.,Three steps of input processing are completed to derive the input for the final prediction model.
2212.11765,Conclusion,65,280,439,The first and the second step leverage two different BERT models to classify the articles with respect to their ESG relevance and to determine their sentiment.,The first and the second step leverage two different BERT models to classify the articles with respect to their ESG relevance and to determine their sentiment.
2212.11765,Conclusion,65,440,495,"In the third analysis step, the articles are clustered.","In the third analysis step, the articles are clustered."
2212.11765,Conclusion,65,496,675,"Comparing different deep learning models for timeseries prediction, the deep convolutional neural network, consisting of three convolutional blocks, provides the best performance.","Comparing different deep learning models for timeseries prediction, the deep convolutional neural network, consisting of three convolutional blocks, provides the best performance."
2212.11765,Conclusion,65,676,795,This model outperforms all provided baselines when comparing the average absolute difference to the Asset4 ESG ratings.,This model outperforms all provided baselines when comparing the average absolute difference to the Asset4 ESG ratings.
2212.11765,Conclusion,65,796,890,Further the results imply that regression models fit the task of ESG rating prediction better.,Further the results imply that regression models fit the task of ESG rating prediction better.
2212.11765,Conclusion,65,891,1064,Results show that the derived cluster-based timeseries have a significant impact on the performance of the ESG prediction and thus are an important feature to be considered.,Results show that the derived cluster-based timeseries have a significant impact on the performance of the ESG prediction and thus are an important feature to be considered.
2212.11765,Conclusion,65,1065,1157,We observe also better performance of the models on small cap companies than on larger ones.,We observe also better performance of the models on small cap companies than on larger ones.
2212.11765,Conclusion,66,0,147,"In future, it would be interesting to see how results change when a larger company dataset like one that includes 10,000 or more companies is used.","In future, it would be interesting to see how results change when a larger company dataset like one that includes 10,000 or more companies is used."
2212.11765,Conclusion,66,148,264,Further the analysis could be extended with respect to adding other numerical timeseries as input to the prediction.,Further the analysis could be extended with respect to adding other numerical timeseries as input to the prediction.
2212.11765,Conclusion,66,265,355,"For instance, the amount of green house emission or similar information could be included.","For instance, the amount of green house emission or similar information could be included."
2212.11765,Conclusion,66,356,587,"In the future, we also plan to incorporate other data sources related to companies such as data stored in Wikipedia or in financial reports (e.g., 10Q reports) which are being increasingly analyzed by automatic approaches nowadays.","In the future, we also plan to incorporate other data sources related to companies such as data stored in Wikipedia or in financial reports (e.g., 10Q reports) which are being increasingly analyzed by automatic approaches nowadays."
2212.11765,Conclusion,67,0,19,tocsectionAppendix,tocsectionAppendix
2212.11826,Abstract,-1,0,118,Building a quantum analog of classical deep neural networks represents a fundamental challenge in quantum computing.,Building a quantum analog of classical deep neural networks represents a fundamental challenge in quantum computing.
2212.11826,Abstract,-1,119,400,"A key issue is how to address the inherent non-linearity of classical deep learning, a problem in the quantum domain due to the fact that the composition of an arbitrary number of quantum gates, consisting of a series of sequential unitary transformations, is intrinsically linear.","A key issue is how to address the inherent non-linearity of classical deep learning, a problem in the quantum domain due to the fact that the composition of an arbitrary number of quantum gates, consisting of a series of sequential unitary transformations, is intrinsically linear."
2212.11826,Abstract,-1,401,554,"This problem has been variously approached in the literature, principally via the introduction of measurements between layers of unitary transformations.","This problem has been variously approached in the literature, principally via the introduction of measurements between layers of unitary transformations."
2212.11826,Abstract,-1,555,843,"In this paper, we introduce the Quantum Path Kernel, a formulation of quantum machine learning capable of replicating those aspects of deep machine learning typically associated with superior generalization performance in the classical domain, specifically, hierarchical feature learning.","In this paper, we introduce the Quantum Path Kernel, a formulation of quantum machine learning capable of replicating those aspects of deep machine learning typically associated with superior generalization performance in the classical domain, specifically, hierarchical feature learning."
2212.11826,Abstract,-1,844,1005,"Our approach generalizes the notion of Quantum Neural Tangent Kernel, which has been used to study the dynamics of classical and quantum machine learning models.","Our approach generalizes the notion of Quantum Neural Tangent Kernel, which has been used to study the dynamics of classical and quantum machine learning models."
2212.11826,Abstract,-1,1006,1069,"The Quantum Path Kernel exploits the parameter trajectory, i.e.","The Quantum Path Kernel exploits the parameter trajectory, i.e."
2212.11826,Abstract,-1,1070,1359,"the curve delineated by model parameters as they evolve during training, enabling the representation of differential layer-wise convergence behaviors, or the formation of hierarchical parametric dependencies, in terms of their manifestation in the gradient space of the predictor function.","the curve delineated by model parameters as they evolve during training, enabling the representation of differential layer-wise convergence behaviors, or the formation of hierarchical parametric dependencies, in terms of their manifestation in the gradient space of the predictor function."
2212.11826,Abstract,-1,1360,1589,We evaluate our approach with respect to variants of the classification of Gaussian XOR mixtures - an artificial but emblematic problem that intrinsically requires multilevel learning in order to achieve optimal class separation.,We evaluate our approach with respect to variants of the classification of Gaussian XOR mixtures - an artificial but emblematic problem that intrinsically requires multilevel learning in order to achieve optimal class separation.
2212.11826,Conclusion and Further Work,64,0,284,"We have introduced the Quantum Path Kernel as a mechanism for incorporating key complex classical multi-layer network learning behaviors, in particular hierarchical feature learning, within quantum neural networks via an appropriately expressive kernelization of the training process.","We have introduced the Quantum Path Kernel as a mechanism for incorporating key complex classical multi-layer network learning behaviors, in particular hierarchical feature learning, within quantum neural networks via an appropriately expressive kernelization of the training process."
2212.11826,Conclusion and Further Work,64,285,502,"We evaluate our approach on the Gaussian XOR mixture classification problem, a straightforward benchmark of multilayer learning capacity that requires a minimum two-layer solution in order to approach Bayes optimally.","We evaluate our approach on the Gaussian XOR mixture classification problem, a straightforward benchmark of multilayer learning capacity that requires a minimum two-layer solution in order to approach Bayes optimally."
2212.11826,Conclusion and Further Work,64,503,686,"Experimental results indicate superior generalization performance relative to the Quantum NTK, an advantage which is especially pronounced in high-depth, low signal-to-noise settings.","Experimental results indicate superior generalization performance relative to the Quantum NTK, an advantage which is especially pronounced in high-depth, low signal-to-noise settings."
2212.11826,Conclusion and Further Work,65,0,124,"We have shown theoretically that the Quantum Path Kernel converges to the Quantum NTK only in the lazy training regime, i.e.","We have shown theoretically that the Quantum Path Kernel converges to the Quantum NTK only in the lazy training regime, i.e."
2212.11826,Conclusion and Further Work,65,125,261,when the training loss decreases to zero exponentially fast whilst model parameters stay close to their initializations across training.,when the training loss decreases to zero exponentially fast whilst model parameters stay close to their initializations across training.
2212.11826,Conclusion and Further Work,65,262,387,"Such behaviour is classically seen in infinite-wide neural networks, whose behaviour is then close to that of a linear model.","Such behaviour is classically seen in infinite-wide neural networks, whose behaviour is then close to that of a linear model."
2212.11826,Conclusion and Further Work,65,388,473,"Our experiments, by contrast, indicate that QNNs do not operate in the linear regime.","Our experiments, by contrast, indicate that QNNs do not operate in the linear regime."
2212.11826,Conclusion and Further Work,66,0,279,"We have discussed, though do not evaluate in the current paper, the potential for using stochastic, noisy or non-gradient descent based optimization techniques to artificially perturb parameter paths within the QPK in order to implicate more decorrelated feature representations.","We have discussed, though do not evaluate in the current paper, the potential for using stochastic, noisy or non-gradient descent based optimization techniques to artificially perturb parameter paths within the QPK in order to implicate more decorrelated feature representations."
2212.11826,Conclusion and Further Work,66,280,459,"We, furthermore, propose in future to extend the QPK approach via weighting of individual kernel representations in a more heuristic way, for example via Multiple Kernel Learning.","We, furthermore, propose in future to extend the QPK approach via weighting of individual kernel representations in a more heuristic way, for example via Multiple Kernel Learning."
2212.11826,Conclusion and Further Work,66,460,604,We have also referred in passing to the interpretation of the QPK as an ensemble method due to the averaging operation over its kernel matrices.,We have also referred in passing to the interpretation of the QPK as an ensemble method due to the averaging operation over its kernel matrices.
2212.11826,Conclusion and Further Work,66,605,663,This will be explored more fully in future investigations.,This will be explored more fully in future investigations.
2212.11774,Abstract,-1,0,151,"Today, software systems have a significant role in various domains among which are healthcare, entertainment, transport and logistics, and many more.","Today, software systems have a significant role in various domains among which are healthcare, entertainment, transport and logistics, and many more."
2212.11774,Abstract,-1,152,262,"It is only natural that with this increasing dependency on software, the number of software systems increases.","It is only natural that with this increasing dependency on software, the number of software systems increases."
2212.11774,Abstract,-1,263,320,"Additionally, these systems become more and more complex.","Additionally, these systems become more and more complex."
2212.11774,Abstract,-1,321,398,All this leads to a rise in the number of software faults also known as bugs.,All this leads to a rise in the number of software faults also known as bugs.
2212.11774,Abstract,-1,399,459,"As a result, the ability to locate the source of a bug (e.g.","As a result, the ability to locate the source of a bug (e.g."
2212.11774,Abstract,-1,460,557,a file or a commit) is vital for the development and maintenance of efficient software solutions.,a file or a commit) is vital for the development and maintenance of efficient software solutions.
2212.11774,Abstract,-1,558,669,"Bug localization refers to the automated process of discovering files that contain bugs, based on a bug report.","Bug localization refers to the automated process of discovering files that contain bugs, based on a bug report."
2212.11774,Abstract,-1,670,770,This research project aims to make a literature review on different techniques for bug localization.,This research project aims to make a literature review on different techniques for bug localization.
2212.11774,Abstract,-1,771,872,This study distinguishes itself from other surveys and literature reviews [1] in one significant way.,This study distinguishes itself from other surveys and literature reviews [1] in one significant way.
2212.11774,Abstract,-1,873,1031,"The focus of the work is on identifying, categorizing and analyzing existing bug localization methods and tools which were evaluated in an industrial setting.","The focus of the work is on identifying, categorizing and analyzing existing bug localization methods and tools which were evaluated in an industrial setting."
2212.11774,Abstract,-1,1032,1114,"To the best of my knowledge, there are no other works that prioritise this aspect.","To the best of my knowledge, there are no other works that prioritise this aspect."
2212.11774,Abstract,-1,1115,1248,"Unfortunately, such literature is scarce, therefore, bug localization techniques evaluated on open source software are also included.","Unfortunately, such literature is scarce, therefore, bug localization techniques evaluated on open source software are also included."
2212.11774,Conclusion,113,0,91,This study investigated different bug localization tools and techniques of different types.,This study investigated different bug localization tools and techniques of different types.
2212.11774,Conclusion,113,92,177,The focus of the work was on tools and techniques evaluated in an industrial setting.,The focus of the work was on tools and techniques evaluated in an industrial setting.
2212.11774,Conclusion,113,178,279,"However, due to the lack of such methods, works evaluated on open source projects were also included.","However, due to the lack of such methods, works evaluated on open source projects were also included."
2212.11774,Conclusion,113,280,402,"Each work was briefly introduced followed by a description of its evaluation, as well as its advantages and disadvantages.","Each work was briefly introduced followed by a description of its evaluation, as well as its advantages and disadvantages."
2212.11774,Conclusion,113,403,615,"Finally, a recommendation was presented in which Legion {{cite:8359764e4242babe1a46a1acfc6abf093e93ad83}} was proposed as the most advantageous approach among all considered in this study for use in the industry.","Finally, a recommendation was presented in which Legion {{cite:8359764e4242babe1a46a1acfc6abf093e93ad83}} was proposed as the most advantageous approach among all considered in this study for use in the industry."
2212.11803,Abstract,-1,0,162,"With the advent of deep learning application on edge devices, researchers actively try to optimize their deployments on low-power and restricted memory devices.","With the advent of deep learning application on edge devices, researchers actively try to optimize their deployments on low-power and restricted memory devices."
2212.11803,Abstract,-1,163,292,"There are established compression method such as quantization, pruning, and architecture search that leverage commodity hardware.","There are established compression method such as quantization, pruning, and architecture search that leverage commodity hardware."
2212.11803,Abstract,-1,293,440,"Apart from conventional compression algorithms, one may redesign the operations of deep learning models that lead to more efficient implementation.","Apart from conventional compression algorithms, one may redesign the operations of deep learning models that lead to more efficient implementation."
2212.11803,Abstract,-1,441,608,"To this end, we propose EuclidNet, a compression method, designed to be implemented on hardware which replaces multiplication, $xw$, with Euclidean distance $(x-w)^2$.","To this end, we propose EuclidNet, a compression method, designed to be implemented on hardware which replaces multiplication, $xw$, with Euclidean distance $(x-w)^2$."
2212.11803,Abstract,-1,609,748,We show that EuclidNet is aligned with matrix multiplication and it can be used as a measure of similarity in case of convolutional layers.,We show that EuclidNet is aligned with matrix multiplication and it can be used as a measure of similarity in case of convolutional layers.
2212.11803,Abstract,-1,749,943,"Furthermore, we show that under various transformations and noise scenarios, EuclidNet exhibits the same performance compared to the deep learning models designed with multiplication operations.","Furthermore, we show that under various transformations and noise scenarios, EuclidNet exhibits the same performance compared to the deep learning models designed with multiplication operations."
2212.11803,Conclusion,62,0,124,EuclidNets are a class of deep learning models in which the multiplication operator is replaced with the Euclidean distance.,EuclidNets are a class of deep learning models in which the multiplication operator is replaced with the Euclidean distance.
2212.11803,Conclusion,62,125,319,"They are designed to be implemented on application specific hardware, with the idea that subtraction and squaring are cheaper than multiplication when designing efficient hardware for inference.","They are designed to be implemented on application specific hardware, with the idea that subtraction and squaring are cheaper than multiplication when designing efficient hardware for inference."
2212.11803,Conclusion,62,320,472,"Furthermore, in contrast to other efficient architectures that are difficult to train in low precision, EuclideNets are easily trained in low precision.","Furthermore, in contrast to other efficient architectures that are difficult to train in low precision, EuclideNets are easily trained in low precision."
2212.11803,Conclusion,62,473,708,"EuclidNets can be initialized with pre-trained weights of the standard convolutional neural networks and hence, the training procedure of EuclidNets using homotopy is considered as a fine tuning of convolutional networks for inference.","EuclidNets can be initialized with pre-trained weights of the standard convolutional neural networks and hence, the training procedure of EuclidNets using homotopy is considered as a fine tuning of convolutional networks for inference."
2212.11803,Conclusion,62,709,851,The homotopy method further improves training in such scenarios and training using this method sometimes surpass regular convolution accuracy.,The homotopy method further improves training in such scenarios and training using this method sometimes surpass regular convolution accuracy.
2212.11849,Abstract,-1,0,144,Additive Runge-Kutta methods designed for preserving highly accurate solutions in mixed-precision computation were proposed and analyzed in 4.,Additive Runge-Kutta methods designed for preserving highly accurate solutions in mixed-precision computation were proposed and analyzed in 4.
2212.11849,Abstract,-1,145,279,These specially designed methods use reduced precision for the implicit computations and full precision for the explicit computations.,These specially designed methods use reduced precision for the implicit computations and full precision for the explicit computations.
2212.11849,Abstract,-1,280,476,"In this work we analyze the stability properties of these methods and their sensitivity to the low precision rounding errors, and demonstrate their performance in terms of accuracy and efficiency.","In this work we analyze the stability properties of these methods and their sensitivity to the low precision rounding errors, and demonstrate their performance in terms of accuracy and efficiency."
2212.11849,Abstract,-1,477,623,We develop codes in FORTRAN and Julia to solve nonlinear systems of ODEs and PDEs using the mixed precision additive Runge-Kutta (MP-ARK) methods.,We develop codes in FORTRAN and Julia to solve nonlinear systems of ODEs and PDEs using the mixed precision additive Runge-Kutta (MP-ARK) methods.
2212.11849,Abstract,-1,624,712,"The convergence, accuracy, runtime, and energy consumption of these methods is explored.","The convergence, accuracy, runtime, and energy consumption of these methods is explored."
2212.11849,Abstract,-1,713,834,"We show that for a given level of accuracy, suitably chosen MP-ARK methods may provide significant reductions in runtime.","We show that for a given level of accuracy, suitably chosen MP-ARK methods may provide significant reductions in runtime."
2212.11849,Conclusions,126,0,166,In this paper we presented a stability analysis and numerical study of the convergence and efficiency of additive Runge-Kutta Methods for mixed precision simulations.,In this paper we presented a stability analysis and numerical study of the convergence and efficiency of additive Runge-Kutta Methods for mixed precision simulations.
2212.11849,Conclusions,126,167,381,"Following {{cite:677770f3315ad587b447e6f44193603711985ad0}}, the mixed precision implementation of the Runge-Kutta methods is recast as a pertubation of the function and expressed as an additive Runge-Kutta method.","Following {{cite:677770f3315ad587b447e6f44193603711985ad0}}, the mixed precision implementation of the Runge-Kutta methods is recast as a pertubation of the function and expressed as an additive Runge-Kutta method."
2212.11849,Conclusions,126,382,644,This approach was used in {{cite:677770f3315ad587b447e6f44193603711985ad0}} to derive the perturbation order conditions and derive novel methods as well as verify that adding explicit corrections to known methods would enhance the perturbation order of accuracy.,This approach was used in {{cite:677770f3315ad587b447e6f44193603711985ad0}} to derive the perturbation order conditions and derive novel methods as well as verify that adding explicit corrections to known methods would enhance the perturbation order of accuracy.
2212.11849,Conclusions,126,645,829,"This paper provides confirmation that the approach developed in {{cite:677770f3315ad587b447e6f44193603711985ad0}} can provide stable, accurate, and efficient simulations in many cases.","This paper provides confirmation that the approach developed in {{cite:677770f3315ad587b447e6f44193603711985ad0}} can provide stable, accurate, and efficient simulations in many cases."
2212.11849,Conclusions,127,0,198,"The results presented confirm that the mixed precision Runge-Kutta methods display the expected perturbation order, and that the explicit corrections do, as designed, improve the perturbation order.","The results presented confirm that the mixed precision Runge-Kutta methods display the expected perturbation order, and that the explicit corrections do, as designed, improve the perturbation order."
2212.11849,Conclusions,127,199,354,"Recalling that order is an asymptotic property, we verified that these explicit corrections are needed and are beneficial for sufficiently small time-step.","Recalling that order is an asymptotic property, we verified that these explicit corrections are needed and are beneficial for sufficiently small time-step."
2212.11849,Conclusions,127,355,455,"However, for large enough time-steps the corrections may in fact harm the performance of the method.","However, for large enough time-steps the corrections may in fact harm the performance of the method."
2212.11849,Conclusions,127,456,595,"Future work will investigate a systematic approach to including explicit corrections only when beneficial, and the impact of these results.","Future work will investigate a systematic approach to including explicit corrections only when beneficial, and the impact of these results."
2212.11849,Conclusions,128,0,167,"The numerical efficiency studies showed that the mixed precision Runge-Kutta approach may provide significant to dramatic savings in runtime, depending on the problem.","The numerical efficiency studies showed that the mixed precision Runge-Kutta approach may provide significant to dramatic savings in runtime, depending on the problem."
2212.11849,Conclusions,128,168,441,"Our results demonstrate that mixing a single or even half precision function evaluation with the double precision corrections allows an accurate and convergent simulation at significant runtime savings, whereas the corresponding single or half precision codes are unstable.","Our results demonstrate that mixing a single or even half precision function evaluation with the double precision corrections allows an accurate and convergent simulation at significant runtime savings, whereas the corresponding single or half precision codes are unstable."
2212.11849,Conclusions,128,442,675,"Furthermore, where quad precision is desirable (for example, for long time simulations) the mixing of quad with double precision is a reliable way to significantly improve the runtime of the method – by up to two orders of magnitude!","Furthermore, where quad precision is desirable (for example, for long time simulations) the mixing of quad with double precision is a reliable way to significantly improve the runtime of the method – by up to two orders of magnitude!"
2212.11849,Conclusions,128,676,733,– without adversely impacting the accuracy of the method.,– without adversely impacting the accuracy of the method.
2212.11790,Abstract,-1,0,125,Cross-modal contrastive learning has led the recent advances in multimodal retrieval with its simplicity and effectiveness.,Cross-modal contrastive learning has led the recent advances in multimodal retrieval with its simplicity and effectiveness.
2212.11790,Abstract,-1,126,300,"In this work, however, we reveal that cross-modal contrastive learning suffers from incorrect normalization of the sum retrieval probabilities of each text or video instance.","In this work, however, we reveal that cross-modal contrastive learning suffers from incorrect normalization of the sum retrieval probabilities of each text or video instance."
2212.11790,Abstract,-1,301,452,"Specifically, we show that many test instances are either over- or under-represented during retrieval, significantly hurting the retrieval performance.","Specifically, we show that many test instances are either over- or under-represented during retrieval, significantly hurting the retrieval performance."
2212.11790,Abstract,-1,453,769,"To address this problem, we propose Normalized Contrastive Learning (NCL) which utilizes the Sinkhorn-Knopp algorithm to compute the instance-wise biases that properly normalize the sum retrieval probabilities of each instance so that every text and video instance is fairly represented during cross-modal retrieval.","To address this problem, we propose Normalized Contrastive Learning (NCL) which utilizes the Sinkhorn-Knopp algorithm to compute the instance-wise biases that properly normalize the sum retrieval probabilities of each instance so that every text and video instance is fairly represented during cross-modal retrieval."
2212.11790,Abstract,-1,770,1038,"Empirical study shows that NCL brings consistent and significant gains in text-video retrieval on different model architectures, with new state-of-the-art multimodal retrieval metrics on the ActivityNet, MSVD, and MSR-VTT datasets without any architecture engineering.","Empirical study shows that NCL brings consistent and significant gains in text-video retrieval on different model architectures, with new state-of-the-art multimodal retrieval metrics on the ActivityNet, MSVD, and MSR-VTT datasets without any architecture engineering."
2212.11790,Conclusion,46,0,112,We've presented Normalized Contrastive Learning (NCL) to improve cross-modal contrastive learning for retrieval.,We've presented Normalized Contrastive Learning (NCL) to improve cross-modal contrastive learning for retrieval.
2212.11790,Conclusion,46,113,284,NCL applies the Sinkhorn-Knopp algorithm to normalize the retrieval probabilities of text and video instances so that each instance is fairly represented during retrieval.,NCL applies the Sinkhorn-Knopp algorithm to normalize the retrieval probabilities of text and video instances so that each instance is fairly represented during retrieval.
2212.11790,Conclusion,46,285,430,"When the test queries are not known a priori, NCL approximates the test query distribution with a subset of train queries stored during training.","When the test queries are not known a priori, NCL approximates the test query distribution with a subset of train queries stored during training."
2212.11790,Conclusion,46,431,628,Empirical studies show that NCL consistently reduces the normalization errors and brings significant gains in state-of-the-art text-video retrieval performance without any architecture engineering.,Empirical studies show that NCL consistently reduces the normalization errors and brings significant gains in state-of-the-art text-video retrieval performance without any architecture engineering.
2212.11790,Conclusion,46,629,699,"Moreover, the gains are consistent over different model architectures.","Moreover, the gains are consistent over different model architectures."
2212.11790,Conclusion,46,700,926,"For future work, it will be worthwhile to explore if NCL can help retrieval tasks in other domains such as image and text, and whether it can improve general representation learning for downstream tasks such as classification.","For future work, it will be worthwhile to explore if NCL can help retrieval tasks in other domains such as image and text, and whether it can improve general representation learning for downstream tasks such as classification."
2212.11772,Abstract,-1,0,87,Inter-modal interaction plays an indispensable role in multimodal sentiment analysis.,Inter-modal interaction plays an indispensable role in multimodal sentiment analysis.
2212.11772,Abstract,-1,88,302,"Due to different modalities sequences are usually non-alignment, how to integrate relevant information of each modality to learn fusion representations has been one of the central challenges in multimodal learning.","Due to different modalities sequences are usually non-alignment, how to integrate relevant information of each modality to learn fusion representations has been one of the central challenges in multimodal learning."
2212.11772,Abstract,-1,303,497,"In this paper, a Self-Adjusting Fusion Representation Learning Model (SA-FRLM) is proposed to learn robust crossmodal fusion representations directly from the unaligned text and audio sequences.","In this paper, a Self-Adjusting Fusion Representation Learning Model (SA-FRLM) is proposed to learn robust crossmodal fusion representations directly from the unaligned text and audio sequences."
2212.11772,Abstract,-1,498,677,"Different from previous works, our model not only makes full use of the interaction between different modalities but also maximizes the protection of the unimodal characteristics.","Different from previous works, our model not only makes full use of the interaction between different modalities but also maximizes the protection of the unimodal characteristics."
2212.11772,Abstract,-1,678,801,"Specifically, we first employ a crossmodal alignment module to project different modalities features to the same dimension.","Specifically, we first employ a crossmodal alignment module to project different modalities features to the same dimension."
2212.11772,Abstract,-1,802,969,The crossmodal collaboration attention is then adopted to model the inter-modal interaction between text and audio sequences and initialize the fusion representations.,The crossmodal collaboration attention is then adopted to model the inter-modal interaction between text and audio sequences and initialize the fusion representations.
2212.11772,Abstract,-1,970,1110,"After that, as the core unit of the SA-FRLM, the crossmodal adjustment transformer is proposed to protect original unimodal characteristics.","After that, as the core unit of the SA-FRLM, the crossmodal adjustment transformer is proposed to protect original unimodal characteristics."
2212.11772,Abstract,-1,1111,1193,It can dynamically adapt the fusion representations by using single modal streams.,It can dynamically adapt the fusion representations by using single modal streams.
2212.11772,Abstract,-1,1194,1295,We evaluate our approach on the public multimodal sentiment analysis datasets CMU-MOSI and CMU-MOSEI.,We evaluate our approach on the public multimodal sentiment analysis datasets CMU-MOSI and CMU-MOSEI.
2212.11772,Abstract,-1,1296,1439,The experiment results show that our model has significantly improved the performance of all the metrics on the unaligned text-audio sequences.,The experiment results show that our model has significantly improved the performance of all the metrics on the unaligned text-audio sequences.
2212.11772,Conclusion,50,0,90,"In this paper, we propose a Self-Adjusting Fusion Representation Learning Model (SA-FRLM).","In this paper, we propose a Self-Adjusting Fusion Representation Learning Model (SA-FRLM)."
2212.11772,Conclusion,50,91,267,"Different from previous works, our model not only makes full use of the interaction between different modalities but also greatly protects the characteristics of each modality.","Different from previous works, our model not only makes full use of the interaction between different modalities but also greatly protects the characteristics of each modality."
2212.11772,Conclusion,50,268,438,"As the core unit of our model, the crossmodal adjustment transformer is proposed to dynamically change the fusion representations by combining text and audio information.","As the core unit of our model, the crossmodal adjustment transformer is proposed to dynamically change the fusion representations by combining text and audio information."
2212.11772,Conclusion,50,439,608,The experiment results on the CMU-MOSI and CMU-MOSEI datasets show that the SA-FRLM has significantly improved the performance on the unaligned text and audio sequences.,The experiment results on the CMU-MOSI and CMU-MOSEI datasets show that the SA-FRLM has significantly improved the performance on the unaligned text and audio sequences.
2212.11772,Conclusion,50,609,832,"Additionally, qualitative analysis proves our model can revise sentiment intensity properly by taking audio modality information into account, and it can get more accurate predictions after adjusting fusion representations.","Additionally, qualitative analysis proves our model can revise sentiment intensity properly by taking audio modality information into account, and it can get more accurate predictions after adjusting fusion representations."
2212.11772,Conclusion,50,833,1088,"In the future, because there are many works have proved the efficiency of the pre-trained language model, we will explore how to extend the pre-trained language model from unimodal to multimodal to improve the performance of multimodal sentiment analysis.","In the future, because there are many works have proved the efficiency of the pre-trained language model, we will explore how to extend the pre-trained language model from unimodal to multimodal to improve the performance of multimodal sentiment analysis."
2212.11773,Abstract,-1,0,177,We present a nonadiabatic classical-trajectory approach that offers the best of both worlds between fewest-switches surface hopping (FSSH) and quasiclassical mapping dynamics.,We present a nonadiabatic classical-trajectory approach that offers the best of both worlds between fewest-switches surface hopping (FSSH) and quasiclassical mapping dynamics.
2212.11773,Abstract,-1,178,311,"This mapping approach to surface hopping (MASH) propagates the nuclei on the active adiabatic potential-energy surface, like in FSSH.","This mapping approach to surface hopping (MASH) propagates the nuclei on the active adiabatic potential-energy surface, like in FSSH."
2212.11773,Abstract,-1,312,502,"However, unlike in FSSH, transitions between active surfaces are deterministic and occur when the electronic mapping variables evolve between specified regions of the electronic phase space.","However, unlike in FSSH, transitions between active surfaces are deterministic and occur when the electronic mapping variables evolve between specified regions of the electronic phase space."
2212.11773,Abstract,-1,503,629,This guarantees internal consistency between the active surface and the electronic degrees of freedom throughout the dynamics.,This guarantees internal consistency between the active surface and the electronic degrees of freedom throughout the dynamics.
2212.11773,Abstract,-1,630,828,"MASH is rigorously derivable from exact quantum mechanics, as a limit of the quantum-classical Liouville equation (QCLE), leading to a unique prescription for momentum rescaling and frustrated hops.","MASH is rigorously derivable from exact quantum mechanics, as a limit of the quantum-classical Liouville equation (QCLE), leading to a unique prescription for momentum rescaling and frustrated hops."
2212.11773,Abstract,-1,829,961,"Hence, a quantum-jump procedure can in principle be used to systematically converge the accuracy of the results to that of the QCLE.","Hence, a quantum-jump procedure can in principle be used to systematically converge the accuracy of the results to that of the QCLE."
2212.11773,Abstract,-1,962,1101,This jump procedure also provides a rigorous framework for deriving approximate decoherence corrections similar to those proposed for FSSH.,This jump procedure also provides a rigorous framework for deriving approximate decoherence corrections similar to those proposed for FSSH.
2212.11773,Abstract,-1,1102,1286,"We apply MASH to simulate the nonadiabatic dynamics in various model systems and show that it consistently produces more accurate results than FSSH, at a comparable computational cost.","We apply MASH to simulate the nonadiabatic dynamics in various model systems and show that it consistently produces more accurate results than FSSH, at a comparable computational cost."
2212.11773,Conclusions,142,0,169,In this paper we have obtained a rigorous mapping approach to surface hopping (MASH) that offers the best of both worlds between FSSH and quasiclassical mapping methods.,In this paper we have obtained a rigorous mapping approach to surface hopping (MASH) that offers the best of both worlds between FSSH and quasiclassical mapping methods.
